tailNode	headNode	capacity	length	fft	UE_travelTime	UE_flow
609	63	49500.0	0.86267	0.05	0.05000161081385173	5992.40588659796
610	64	49500.0	0.86267	0.05	0.05008399549287686	16102.891948453616
611	65	49500.0	0.86267	0.05	0.050000156767494947	3346.9859381443257
612	66	49500.0	0.86267	0.05	0.05000048918273711	4448.439247422675
613	67	49500.0	0.86267	0.05	0.050000747606337825	4946.045721649488
614	68	49500.0	0.86267	0.05	0.050001905860611186	6249.750309278355
615	69	49500.0	0.86267	0.05	0.05001156086398806	9808.158061855662
616	70	49500.0	0.86267	0.05	0.05000030968529662	3967.9850721649527
617	71	49500.0	0.86267	0.05	0.05000080889156825	5044.434185567013
618	72	49500.0	0.86267	0.05	0.050009561731903775	9353.49726804124
619	73	49500.0	0.86267	0.05	0.05002635088667117	12051.433020618575
620	74	49500.0	0.86267	0.05	0.05000023264952661	3694.15765979381
621	75	49500.0	0.86267	0.05	0.05000001211306465	1764.6289175257705
622	76	49500.0	0.86267	0.05	0.05000797629256431	8939.024999999989
623	77	49500.0	0.86267	0.05	0.05001764618097381	10901.909319587616
624	78	49500.0	0.86267	0.05	0.050009924910647	9441.076886597966
625	79	49500.0	0.86267	0.05	0.050000346251354535	4080.25920618557
626	80	49500.0	0.86267	0.05	0.05001428036383341	10340.099103092802
627	81	49500.0	0.86267	0.05	0.050014662267631294	10408.54846391755
628	82	49500.0	0.86267	0.05	0.05000238537236763	6610.418103092794
629	83	49500.0	0.86267	0.05	0.05000037435859372	4160.656237113401
630	84	49500.0	0.86267	0.05	0.0500012374279341	5610.0904329897
631	85	49500.0	0.86267	0.05	0.05001803910818158	10962.097206185581
632	86	49500.0	0.86267	0.05	0.05000117329750184	5535.946948453619
633	87	49500.0	0.86267	0.05	0.05000143782030139	5824.599061855681
634	88	49500.0	0.86267	0.05	0.0500005092219698	4493.31293814433
635	89	49500.0	0.86267	0.05	0.05000002636694867	2143.4080206185536
636	90	49500.0	0.86267	0.05	0.0500000295010561	2204.4450309278313
637	91	49500.0	0.86267	0.05	0.05000579616901096	8253.252711340218
638	92	49500.0	0.86267	0.05	0.05000000285606411	1229.6510103092776
639	93	49500.0	0.86267	0.05	0.050000505068532514	4484.122422680415
640	94	49500.0	0.86267	0.05	0.0500000000202419	356.7818041237108
641	95	49500.0	0.86267	0.05	0.05000004848892255	2496.0341134020673
642	96	49500.0	0.86267	0.05	0.05000000005984895	467.8471855670107
643	97	49500.0	0.86267	0.05	0.050003337014523	7189.180824742259
644	98	49500.0	0.86267	0.05	0.050002941977887364	6966.260876288661
645	99	49500.0	0.86267	0.05	0.050000548953105996	4578.505020618562
646	100	49500.0	0.86267	0.05	0.050000354285569516	4103.72498969072
647	101	49500.0	0.86267	0.05	0.05000007508054299	2784.3365876288626
648	102	49500.0	0.86267	0.05	0.0500000638751308	2674.070381443303
649	103	49500.0	0.86267	0.05	0.05000001019695746	1690.2756494845355
650	104	49500.0	0.86267	0.05	0.0500000270583739	2157.323659793812
651	105	49500.0	0.86267	0.05	0.0500000007082196	867.7245154639155
652	106	49500.0	0.86267	0.05	0.050000154613239145	3335.4278659793904
653	107	49500.0	0.86267	0.05	0.05000005707575187	2599.876948453612
654	108	49500.0	0.86267	0.05	0.050000145414453114	3284.6702474226927
655	109	49500.0	0.86267	0.05	0.05000008406944467	2864.174195876288
656	110	49500.0	0.86267	0.05	0.05000039265407094	4210.584711340212
657	111	49500.0	0.86267	0.05	0.05000087644583428	5146.608742268061
658	112	49500.0	0.86267	0.05	0.05000020330458918	3571.7140206185613
659	113	49500.0	0.86267	0.05	0.050000853744327306	5112.95347422681
660	114	49500.0	0.86267	0.05	0.0500000068036173	1527.653474226805
661	115	49500.0	0.86267	0.05	0.05000041719546003	4274.888350515463
662	116	49500.0	0.86267	0.05	0.05000002720501713	2160.240649484536
663	117	49500.0	0.86267	0.05	0.0500000001006091	532.7202371134025
664	118	49500.0	0.86267	0.05	0.05000024996596317	3761.058618556703
665	119	49500.0	0.86267	0.05	0.05000000164627594	1071.4342886597926
666	120	49500.0	0.86267	0.05	0.050000006653431184	1519.1522474226788
667	121	49500.0	0.86267	0.05	0.05000011539092997	3100.1506701030935
668	122	49500.0	0.86267	0.05	0.05000001476983992	1854.3163608247419
669	123	49500.0	0.86267	0.05	0.050000541659543075	4563.220793814433
670	124	49500.0	0.86267	0.05	0.05000000132115084	1014.0934639175249
671	125	49500.0	0.86267	0.05	0.05000000125486468	1001.1268453608241
672	126	49500.0	0.86267	0.05	0.05000000000222691	205.47794845360824
673	127	49500.0	0.86267	0.05	0.05000000253258581	1193.2485773195863
674	128	49500.0	0.86267	0.05	0.05000000879267857	1628.809082474226
675	129	49500.0	0.86267	0.05	0.05000027523747552	3852.7140309278343
676	130	49500.0	0.86267	0.05	0.05000001558506301	1879.390484536084
677	131	49500.0	0.86267	0.05	0.05000021863366802	3637.2164226804202
678	132	49500.0	0.86267	0.05	0.050000321113952154	4004.0978041237195
679	133	49500.0	0.86267	0.05	0.050006997974595395	8651.331896907224
680	134	49500.0	0.86267	0.05	0.050000863164144455	5126.998979381457
681	135	49500.0	0.86267	0.05	0.05000332754672387	7184.076092783506
682	136	49500.0	0.86267	0.05	0.05000599526182629	8323.230494845375
683	137	49500.0	0.86267	0.05	0.05000001566673824	1881.8479484536074
684	138	49500.0	0.86267	0.05	0.05000000387590684	1327.190350515465
685	139	49500.0	0.86267	0.05	0.050000003058062265	1250.8391443298954
686	140	49500.0	0.86267	0.05	0.05000000505898258	1418.586030927834
687	141	49500.0	0.86267	0.05	0.05000041429779072	4267.446030927844
688	142	49500.0	0.86267	0.05	0.050002000398466986	6325.851773195882
689	143	49500.0	0.86267	0.05	0.05000019835788755	3549.786649484533
690	144	49500.0	0.86267	0.05	0.05000001292082726	1793.3392886597942
691	145	49500.0	0.86267	0.05	0.05000198848415255	6316.411515463927
692	146	49500.0	0.86267	0.05	0.0500009500960259	5251.480515463925
693	147	49500.0	0.86267	0.05	0.0500495157578548	14109.958639175265
694	148	49500.0	0.86267	0.05	0.0500275228030562	12183.246989690728
695	149	49500.0	0.86267	0.05	0.05000094009422101	5237.604835051546
696	150	49500.0	0.86267	0.05	0.05000000349098657	1292.935701030925
697	151	49500.0	0.86267	0.05	0.05000001186592154	1755.5582783505117
698	152	49500.0	0.86267	0.05	0.05000006558140729	2691.7521340206254
699	153	49500.0	0.86267	0.05	0.05000115451712357	5513.659948453623
700	154	49500.0	0.86267	0.05	0.050003680115122365	7367.247061855679
701	155	49500.0	0.86267	0.05	0.050000039129786206	2365.738577319593
702	156	49500.0	0.86267	0.05	0.050000041071684646	2394.558835051555
703	157	49500.0	0.86267	0.05	0.0500018197580276	6177.934422680421
704	158	49500.0	0.86267	0.05	0.05000078654047038	5009.220525773194
705	159	49500.0	0.86267	0.05	0.05000081839061285	5059.1789690721625
706	160	49500.0	0.86267	0.05	0.05000010302772206	3013.550041237112
707	161	49500.0	0.86267	0.05	0.050000028402325786	2183.626515463915
708	162	49500.0	0.86267	0.05	0.05000000006098148	470.04491752577195
709	163	49500.0	0.86267	0.05	0.05000000000595756	262.78880412371217
710	164	49500.0	0.86267	0.05	0.05000000562446573	1456.6667319587616
711	165	49500.0	0.86267	0.05	0.05000000000447438	244.63753608247433
712	166	49500.0	0.86267	0.05	0.05000019041281119	3513.693896907219
713	167	49500.0	0.86267	0.05	0.05000000262795769	1204.3271443298945
714	168	49500.0	0.86267	0.05	0.05000000000095198	166.14853608247444
715	169	49500.0	0.86267	0.05	0.05000000000315007	224.08874226804141
716	170	49500.0	0.86267	0.05	0.05000091567776982	5203.26027835052
717	171	49500.0	0.86267	0.05	0.05000000042126919	762.0435773195868
718	172	49500.0	0.86267	0.05	0.0500000908598253	2920.3362371134085
719	173	49500.0	0.86267	0.05	0.05000000003954076	421.7947113402056
720	174	49500.0	0.86267	0.05	0.05000000000219589	204.75869072164951
721	175	49500.0	0.86267	0.05	0.05000000009295172	522.2810103092768
722	176	49500.0	0.86267	0.05	0.05000000006832647	483.6009278350518
723	177	49500.0	0.86267	0.05	0.05000000000281703	217.91511340206173
724	178	49500.0	0.86267	0.05	0.05000016135182494	3371.190958762883
725	179	49500.0	0.86267	0.05	0.050000016010512176	1892.087381443296
726	180	49500.0	0.86267	0.05	0.050000000002107685	202.6708453608251
727	181	49500.0	0.86267	0.05	0.05000000011991179	556.6155773195864
728	182	49500.0	0.86267	0.05	0.05000004713328268	2478.40230927835
729	183	49500.0	0.86267	0.05	0.050000001000910635	946.1036288659769
730	184	49500.0	0.86267	0.05	0.05000000340166025	1284.5843195876287
731	185	49500.0	0.86267	0.05	0.05000000058114221	825.8677113402063
732	186	49500.0	0.86267	0.05	0.05000000001928672	352.4962268041231
733	187	49500.0	0.86267	0.05	0.05000000025439845	671.7667422680413
734	188	49500.0	0.86267	0.05	0.05000015827769039	3355.017649484544
735	189	49500.0	0.86267	0.05	0.050000175184066346	3441.2286804123787
736	190	49500.0	0.86267	0.05	0.050000217439959894	3632.2415567010294
737	191	49500.0	0.86267	0.05	0.05000069552397384	4857.557041237123
738	192	49500.0	0.86267	0.05	0.05000000011868553	555.1870515463928
739	193	49500.0	0.86267	0.05	0.050000000000035454	72.98468041237123
740	194	49500.0	0.86267	0.05	0.0500000026735927	1209.521783505155
741	195	49500.0	0.86267	0.05	0.05000000003657158	413.6431237113399
742	196	49500.0	0.86267	0.05	0.050000000164951486	602.8079072164945
743	197	49500.0	0.86267	0.05	0.050000000089115426	516.8066597938146
744	198	49500.0	0.86267	0.05	0.0500000076461245	1572.8967835051567
745	199	49500.0	0.86267	0.05	0.05000001440783463	1842.8481958762882
746	200	49500.0	0.86267	0.05	0.05000000868104668	1623.6144432989688
747	201	49500.0	0.86267	0.05	0.050000000331684336	717.8292061855668
748	202	49500.0	0.86267	0.05	0.05000000091544074	925.2251752577313
749	203	49500.0	0.86267	0.05	0.05000000262821928	1204.357113402062
750	204	49500.0	0.86267	0.05	0.050000002182421455	1149.6735463917514
751	205	49500.0	0.86267	0.05	0.05000003638242173	2323.0726082474193
752	206	49500.0	0.86267	0.05	0.05000000002137583	361.6767525773189
753	207	49500.0	0.86267	0.05	0.05000004218001435	2410.5523298969056
754	208	49500.0	0.86267	0.05	0.05000000036155731	733.4730618556694
755	209	49500.0	0.86267	0.05	0.050000126551322015	3172.5359690721666
756	210	49500.0	0.86267	0.05	0.050002052183234	6366.399927835059
757	211	49500.0	0.86267	0.05	0.05000001066523695	1709.355958762886
758	212	49500.0	0.86267	0.05	0.050000000049694904	446.59911340206105
759	213	49500.0	0.86267	0.05	0.05000000000004417	77.11042268041231
760	214	49500.0	0.86267	0.05	0.050000000548585846	814.0499072164947
761	215	49500.0	0.86267	0.05	0.050000000000113724	97.67919587628874
762	216	49500.0	0.86267	0.05	0.050000079139540965	2821.2285154639208
763	217	49500.0	0.86267	0.05	0.05000000520896586	1428.9852989690712
764	218	49500.0	0.86267	0.05	0.05000001962808064	1990.9453608247438
765	219	49500.0	0.86267	0.05	0.05000029690213639	3926.388000000003
766	220	49500.0	0.86267	0.05	0.05000009380537044	2943.72210309279
767	221	49500.0	0.86267	0.05	0.05000003834007941	2353.7109896907214
768	222	49500.0	0.86267	0.05	0.050000061590829474	2649.8353917525797
769	223	49500.0	0.86267	0.05	0.05000000037114527	738.2880927835059
770	224	49500.0	0.86267	0.05	0.050000003176284495	1262.7568453608249
771	225	49500.0	0.86267	0.05	0.0500000018359411	1101.0437319587588
772	226	49500.0	0.86267	0.05	0.05000000935915899	1654.432639175261
773	227	49500.0	0.86267	0.05	0.05000000337275993	1281.8471443298959
774	228	49500.0	0.86267	0.05	0.05000001862976508	1965.1319999999982
775	229	49500.0	0.86267	0.05	0.050000077198321835	2803.7665360824694
776	230	49500.0	0.86267	0.05	0.0500000377634121	2344.8101752577363
777	231	49500.0	0.86267	0.05	0.05000005927534332	2624.571463917525
778	232	49500.0	0.86267	0.05	0.05000018680086891	3496.9112164948483
779	233	49500.0	0.86267	0.05	0.050000543174193945	4566.407505154649
780	234	49500.0	0.86267	0.05	0.05000000015971197	597.9629072164943
781	235	49500.0	0.86267	0.05	0.05000000000020486	113.16321649484546
782	236	49500.0	0.86267	0.05	0.05000000002279619	367.54070103092783
783	237	49500.0	0.86267	0.05	0.050000001223459115	994.8033711340205
784	238	49500.0	0.86267	0.05	0.05000000000068692	153.13196907216516
785	239	49500.0	0.86267	0.05	0.050000000105206235	538.7040618556681
786	240	49500.0	0.86267	0.05	0.05000000000155708	187.89609278350548
787	241	49500.0	0.86267	0.05	0.050000000226107594	652.2568762886592
788	242	49500.0	0.86267	0.05	0.050000000006494794	268.5228865979385
789	243	49500.0	0.86267	0.05	0.050000000014901014	330.4789484536081
790	244	49500.0	0.86267	0.05	0.05000001577948174	1885.2244639175265
791	245	49500.0	0.86267	0.05	0.050000000281784876	689.1587938144324
792	246	49500.0	0.86267	0.05	0.050000000075564134	495.92820618556715
793	247	49500.0	0.86267	0.05	0.0500000014049064	1029.7972577319606
794	248	49500.0	0.86267	0.05	0.050000000001157244	174.45995876288654
795	249	49500.0	0.86267	0.05	0.050000074508951546	2779.022072164943
796	250	49500.0	0.86267	0.05	0.050000000765830235	884.856835051547
797	251	49500.0	0.86267	0.05	0.05000000000064439	150.704474226804
798	252	49500.0	0.86267	0.05	0.050000000084680654	510.2534226804119
799	253	49500.0	0.86267	0.05	0.05000000351695241	1295.3332268041252
800	254	49500.0	0.86267	0.05	0.05000000010288457	535.707154639176
801	255	49500.0	0.86267	0.05	0.05000000000102981	169.445134020619
802	256	49500.0	0.86267	0.05	0.050000000019607915	353.95472164948455
803	257	49500.0	0.86267	0.05	0.05000000238439817	1175.3969999999981
804	258	49500.0	0.86267	0.05	0.05000000789701231	1585.6436288659777
805	259	49500.0	0.86267	0.05	0.05000007842014603	2814.7951546391773
806	260	49500.0	0.86267	0.05	0.05000000094185525	931.8283608247415
807	261	49500.0	0.86267	0.05	0.05000000054520076	812.791206185566
808	262	49500.0	0.86267	0.05	0.05000000040894803	756.4093917525765
809	263	49500.0	0.86267	0.05	0.05000000002102844	360.1982783505148
810	264	49500.0	0.86267	0.05	0.05000000000508753	252.61929896907193
811	265	49500.0	0.86267	0.05	0.05000000000038975	132.90284536082507
812	266	49500.0	0.86267	0.05	0.05000000000023779	117.45878350515478
813	267	49500.0	0.86267	0.05	0.05000001442783911	1843.48753608247
814	268	49500.0	0.86267	0.05	0.050000000840597594	905.7053195876282
815	269	49500.0	0.86267	0.05	0.05000000272590854	1215.3957216494837
816	270	49500.0	0.86267	0.05	0.050000000324941764	714.1530000000001
817	271	49500.0	0.86267	0.05	0.050000000018928493	350.84792783505134
818	272	49500.0	0.86267	0.05	0.05000000014213107	580.7806391752572
819	273	49500.0	0.86267	0.05	0.050000002745948846	1217.623422680411
820	274	49500.0	0.86267	0.05	0.050000000000022055	64.81311340206184
821	275	49500.0	0.86267	0.05	0.05000000159117132	1062.3536597938153
822	276	49500.0	0.86267	0.05	0.05000000001256754	316.7031649484543
823	277	49500.0	0.86267	0.05	0.05000000189098563	1109.2053092783506
824	278	49500.0	0.86267	0.05	0.05000000123653417	997.4506391752566
825	279	49500.0	0.86267	0.05	0.05000000014504779	583.7375876288653
826	280	49500.0	0.86267	0.05	0.05000000000558955	258.63309278350465
827	281	49500.0	0.86267	0.05	0.05000000000092391	164.9098144329899
828	282	49500.0	0.86267	0.05	0.05000000000003706	73.80383505154639
829	283	49500.0	0.86267	0.05	0.050000006384761625	1503.57831958763
830	284	49500.0	0.86267	0.05	0.05000000001662119	339.6295051546389
831	285	49500.0	0.86267	0.05	0.05000000058218327	826.2373298969084
832	286	49500.0	0.86267	0.05	0.05000000000209484	202.3611649484536
833	287	49500.0	0.86267	0.05	0.050000113158501815	3085.046257731959
834	288	49500.0	0.86267	0.05	0.050000779835994824	4998.511577319583
835	289	49500.0	0.86267	0.05	0.050000001811148234	1097.307587628867
836	290	49500.0	0.86267	0.05	0.050000006001570285	1480.4921443298995
837	291	49500.0	0.86267	0.05	0.05000000005030239	447.95771134020595
838	292	49500.0	0.86267	0.05	0.05000000006904629	484.8696185567014
839	293	49500.0	0.86267	0.05	0.05000000002343478	370.0880721649479
840	294	49500.0	0.86267	0.05	0.05000000008117531	504.88895876288666
841	295	49500.0	0.86267	0.05	0.05000000025164051	669.9386288659795
842	296	49500.0	0.86267	0.05	0.050000000461229765	779.5055567010305
843	297	49500.0	0.86267	0.05	0.05000000020966299	640.0594639175247
844	298	49500.0	0.86267	0.05	0.05000000006261506	473.1617010309274
845	299	49500.0	0.86267	0.05	0.05000000054415618	812.4016082474242
846	300	49500.0	0.86267	0.05	0.05000000000307769	222.79008247422698
847	301	49500.0	0.86267	0.05	0.050000000006459114	268.1532680412373
848	302	49500.0	0.86267	0.05	0.050000000000147794	104.2923711340208
849	303	49500.0	0.86267	0.05	0.0500000058649051	1471.990917525772
850	304	49500.0	0.86267	0.05	0.05000000001531423	332.7466082474228
851	305	49500.0	0.86267	0.05	0.05000000036864066	737.0393814432992
852	306	49500.0	0.86267	0.05	0.05000000000007862	89.06808247422696
853	307	49500.0	0.86267	0.05	0.050000000000587436	147.25803092783505
854	308	49500.0	0.86267	0.05	0.05000000000030529	125.03096907216508
855	309	49500.0	0.86267	0.05	0.05000000050427133	797.0874123711327
856	310	49500.0	0.86267	0.05	0.05000000000000137	32.32663917525773
857	311	49500.0	0.86267	0.05	0.050000000000003764	41.66699999999997
858	312	49500.0	0.86267	0.05	0.05000000001697004	341.3976804123707
859	313	49500.0	0.86267	0.05	0.05000000000027103	121.36475257731952
860	314	49500.0	0.86267	0.05	0.050000000014768134	329.7397113402059
861	315	49500.0	0.86267	0.05	0.0500000000000016	33.6252989690722
862	316	49500.0	0.86267	0.05	0.05000000006937121	485.43903092783506
863	317	49500.0	0.86267	0.05	0.05000000000001945	62.81517525773194
864	318	49500.0	0.86267	0.05	0.05000000027498515	684.9631237113418
865	319	49500.0	0.86267	0.05	0.050000000181833426	617.6725670103087
866	320	49500.0	0.86267	0.05	0.050000046932226275	2475.7550412371183
867	321	49500.0	0.86267	0.05	0.050000000002902695	219.55342268041187
868	322	49500.0	0.86267	0.05	0.050000000037910886	417.37926804123674
869	323	49500.0	0.86267	0.05	0.05000000000001064	54.014257731958764
870	324	49500.0	0.86267	0.05	0.050000000000057304	82.2950721649486
871	325	49500.0	0.86267	0.05	0.05000000000000604	46.88161855670102
872	326	49500.0	0.86267	0.05	0.050000000000007976	50.26812371134014
873	327	49500.0	0.86267	0.05	0.050000000000000856	28.800278350515487
874	328	49500.0	0.86267	0.05	0.05000000056157117	818.8249793814422
875	329	49500.0	0.86267	0.05	0.05000000007724625	498.6653814432983
876	330	49500.0	0.86267	0.05	0.05000000022144825	648.8703711340205
877	331	49500.0	0.86267	0.05	0.05000000140736114	1030.246793814431
878	332	49500.0	0.86267	0.05	0.05000000014673309	585.4258453608234
879	333	49500.0	0.86267	0.05	0.050000000000001266	31.72725773195878
880	334	49500.0	0.86267	0.05	0.05000000000003623	73.38426804123716
881	335	49500.0	0.86267	0.05	0.05000000005048211	448.3572989690723
882	336	49500.0	0.86267	0.05	0.0500000000000006	26.36279381443303
883	337	49500.0	0.86267	0.05	0.05000000000000249	37.56123711340214
884	338	49500.0	0.86267	0.05	0.050000000000528136	143.39202061855684
885	339	49500.0	0.86267	0.05	0.05000000000000851	51.07728865979384
886	340	49500.0	0.86267	0.05	0.05000000000789671	281.969010309278
887	341	49500.0	0.86267	0.05	0.05000000000000111	30.738278350515518
888	342	49500.0	0.86267	0.05	0.050000000000446125	137.46813402061844
889	343	49500.0	0.86267	0.05	0.050000000000040214	75.3222680412372
890	344	49500.0	0.86267	0.05	0.050000000000008475	51.03732989690725
891	345	49500.0	0.86267	0.05	0.05000000000368813	233.0994432989693
892	346	49500.0	0.86267	0.05	0.050000029989072284	2213.505680412372
893	347	49500.0	0.86267	0.05	0.05000000000062296	149.4357835051542
894	348	49500.0	0.86267	0.05	0.05000000000043993	136.98862886597928
895	349	49500.0	0.86267	0.05	0.050000000000023984	66.19169072164948
896	350	49500.0	0.86267	0.05	0.05000000000004932	79.2681958762887
897	351	49500.0	0.86267	0.05	0.05000017277789917	3429.350938144344
898	352	49500.0	0.86267	0.05	0.05000000002665527	382.1955773195877
899	353	49500.0	0.86267	0.05	0.05000000000036292	130.55526804123716
900	354	49500.0	0.86267	0.05	0.05000000000008936	91.96509278350518
901	355	49500.0	0.86267	0.05	0.050000000000068434	86.03121649484525
902	356	49500.0	0.86267	0.05	0.05010682799627299	17100.592329896946
903	357	49500.0	0.86267	0.05	0.05001037516504651	9546.378216494846
904	358	49500.0	0.86267	0.05	0.05000012003129555	3130.8589793814435
905	359	49500.0	0.86267	0.05	0.05000027226080616	3842.254824742271
906	360	49500.0	0.86267	0.05	0.05000089202961954	5169.335288659808
907	361	49500.0	0.86267	0.05	0.05000000004444746	434.31179381443343
908	362	49500.0	0.86267	0.05	0.05000002318444585	2075.578020618549
909	363	49500.0	0.86267	0.05	0.05000000000188979	197.21647422680394
910	364	49500.0	0.86267	0.05	0.050000000002758595	216.77628865979366
911	365	49500.0	0.86267	0.05	0.05000000014358387	582.259113402063
912	366	49500.0	0.86267	0.05	0.05000000000003745	73.99363917525793
913	367	49500.0	0.86267	0.05	0.05000000474698102	1396.1891443298957
914	368	49500.0	0.86267	0.05	0.0500000130604446	1798.1643092783513
915	369	49500.0	0.86267	0.05	0.05000000000032856	127.34857731958759
916	370	49500.0	0.86267	0.05	0.05000000000310761	223.32952577319622
917	371	49500.0	0.86267	0.05	0.0500000000036172	231.9706082474226
918	372	49500.0	0.86267	0.05	0.05000000000341055	228.58410309278327
919	373	49500.0	0.86267	0.05	0.0500000001412238	579.8515979381443
920	374	49500.0	0.86267	0.05	0.05000000011720616	553.4488453608266
921	375	49500.0	0.86267	0.05	0.05000000008096992	504.56928865979353
922	376	49500.0	0.86267	0.05	0.050000162973971564	3379.6322474226813
923	377	49500.0	0.86267	0.05	0.05000000658856693	1515.4360824742253
924	378	49500.0	0.86267	0.05	0.05000000000059689	147.8474226804131
925	379	49500.0	0.86267	0.05	0.05000000495926467	1411.5432989690728
926	380	49500.0	0.86267	0.05	0.05000000002356917	370.6175257731955
927	381	49500.0	0.86267	0.05	0.05000000753946298	1567.3824742268064
928	382	49500.0	0.86267	0.05	0.05000001109235069	1726.2185567010315
929	383	49500.0	0.86267	0.05	0.05000000022620457	652.3268041237118
930	384	49500.0	0.86267	0.05	0.05	0.0
931	385	49500.0	0.86267	0.05	0.05000000000014554	103.89278350515472
932	386	49500.0	0.86267	0.05	0.05000000000000049	24.974226804123724
933	387	49500.0	0.86267	0.05	0.050001112148197684	5462.362886597935
708	388	2000.0	1.81366	2.9	2.900012836659802	147.40787628865957
802	388	2000.0	4.42618	4.78	4.794975563835059	760.3192783505127
391	388	3500.0	6.35718	5.98	6.019899573787672	1607.3557113402062
390	388	3500.0	12.0468	11.09	11.138322384670087	1444.9387319587593
914	389	2500.0	3.3019	3.96	3.9601688704474007	324.62488659793866
390	389	1000.0	4.70056	4.34	4.340195636790169	131.66410309278376
801	389	2500.0	7.50969	9.58	9.580013186976103	137.59799999999993
389	390	1000.0	4.70056	4.34	4.341025534364773	199.22429896907232
925	390	3500.0	7.06021	6.93	6.948518268042402	1278.6804123711347
